text,label
误删联系人怎么办,0
关于金钱问题我已报案,0
太卡了让人玩的欲望大幅度降低,1
考勤机怎么添加管理员,0
群设置老是不完整,1
怎样看删除好友记录,0
为什么小视频发不出,1
自己唱的时候有伴唱怎么取,0
太卡了一天天卡卡卡,1
弹药真是太少了啊,0
读邮件文字图片排版异常发票总是格式有问题,1
你好如何设置别名隐藏实名,0
可以登录群发消息算注册成功吗,0
图片链接上打开黑屏安卓上没问题,1
原微信小店的问题,0
就是本地推送的但我校没有接到,1
投訴復活時間太長了要等的不耐煩了,0
是的创建也是误操作,0
打开邮箱的应用程序如何更改,0
录制全民歌没声音,1
我的简洁模式打不开,1
问下这个必须手写吗,0
不用银行卡就是实名认证,0
没有赞赏账户邀请的入口,1
请问我可以替我朋友申诉吗,0
小程序黑屏进不去,1
我的这种邮箱号码格式正,0
投诉清一色自摸一次都没得,0
半天进不去烦死人了,1
好卡画面还会出现重复,1
公众号粉丝能否删除,0
你好打扰你了为什么用圈换话费还不到帐,1
之前的作品更新版本后音质全变了,1
进不去等了好久他就是一直这样,1
周转额度为什么会消失,1
删除的作品找不回来,0
之前反馈的问题处理得如何,0
我不明白人气排行榜是怎么排出来的,0
您怎么看不懂我说的话,0
五中的企业微信怎么搞,0
为什么没法登录其他,1
哪些属于权益类产品,0
注册公众号个体的花多钱,0
为什么语音通话的时候或者是语音没有声音,1
联系第三方公众号,0
加载了两三分钟都进不去一直是这样的界面,1
我觉得应该有一个感谢的东西呢谢谢都漂亮呀,0
定期理财到期支配方式,0
有没有活人破游戏能用点心做,0
这个谷歌验证器的密钥丢了怎么解决,0
为什么限制字数而且字数越来越少,0
怎么弄我的音乐盒,0
手机丢失怎么联系腾讯人工客服挂失,0
垃圾东西垃圾垃圾垃圾,0
转发完了不给金钱,1
为什么别人转不了钱给我呀,1
你这游戏为啥赢了之后就必输,0
为什么转不出钱了,1
为什么要找第三方应用,1
这个鬼东西我都不懂,0
有邮箱地址找不到账号了怎么办,0
如何设置运动里的手机标志,0
自摸的牌竞然没胡垃圾游戏从此不再玩,0
怎么可以报上企业微信的暑假体温表,0
东方大转盘转不起来怎么解决,1
作品礼物加弹怎么关,0
内测申请审核时间,0
门客界面打不开一直在加载,1
关打不动到关就没了存心不更新,1
微信登录显示校验不通过,1
自动回复太多想删除在哪里删,0
无法打开游戏玩不起来,1
求教型字段怎么输出到前端,0
小程序添加类目问题正常是天今天还是周六,0
一进去就一直是这个画面,1
换装往下滑动的时候老是滑不下去一闪一闪的,1
关注公众号如何生成优惠券,0
如何注销全民歌账号,0
我的公众号今天为什么不能设置原创标识,1
可以将皮数据移动到上么,0
文件下载好了不能看,1
提示身份证注册超限,1
怎么用补登卡补登,0
我看只能输入文字啊,0
我已经参加活动了怎么全民没有兑现天呢,1
前名可以加排位第三名我没有加排位,1
咯啊饿了测测测啊吧本科吃饭了啦不可抗拒,0
认证后怎么修改简称,0
每次录歌到第一句的时候都会有一个卡顿,1
万元宝好难啊强烈要求换成万元宝,0
如何设置工资理财计划,0
怎么可以联系到商家,0
歌房弹屏幕应该取消影响唱歌,0
公众号天内未认证,0
换个号码不用这个号码了,0
垃圾游戏别天天给我推荐,0
充值出现这种情况,1
怎样才可以把币换成金钱好烦呢游戏充不了值,1
请问开发者工具可以远程调用吗,0
已经发布的作品怎么调换播放模式,0
人脸识别一直失败调了很多次,1
我多支付了六毛七块三六块七毛三怎么退款,0
为什么已经登录天还是注销不了,1
加入合唱完全无唱收到的币建议退回,0
怎么创微信公众号,0
提升零钱转账额度,0
支付迟迟未能申请通过原因不明,1
为什么我的关注只有三千不涨了,1
我的里没有校园扩列这个程序,1
像这种情况怎么退款,0
近一个月我的被盗了三次,0
说我开通家庭共享不能取消怎么弄,0
怎么没有已发邮件,1
主页面的字体怎么改回原始字体,0
我什么时候可以取出,0
咱们教育版有那些活跃方式啊,0
邮件附件怎样分享给企业好友,0
个人上传伴奏看不到只看到官方伴奏,1
拯救一英雄打不开卡顿不会动,1
微信钱包什么时候解封,0
这个邮箱我找不到了我也上不去,0
成功交易的理财取消,1
为什么周末没有收益,1
一直停留在封面点了开始旅程没有用啊,1
我的微信号无法注册公众号是什么原因呢,1
我只想给你们看这个,0
我的信息被盗留的邮箱不是我的不能找回密码,0
在月日点分给支付元费为什么未到帐支付流水,1
我上边发的图片圈住的是什么意思呢,0
现在有社群互推的吗,0
原来有个人调整之后群里自动变成个了,1
才九十八块钱的衣服,0
原暂定为今日下午,0
我删了半个多小时发过的说说结果回头他还在,1
这个小秘密在哪里看,0
手机号码我再用微信被人占用了,0
自定义菜单删除还有显示,1
请问王明宇的太多伴奏为什么没有,1
个人类型名称修改方法,0
怎么申请邮箱账号呢,0
那还要我去修改吗发自我的,0
微信直推退款报错已解决谢谢,1
广告特别多一玩就出现广告好烦呀,0
这也太卡了还让不让玩了,1
公众号内的企业微信怎么还是现实需要开通呢,1
图文如下图请帮助查看发自我的,0
空间私密说说怎么取消啊,0
神秘商人付款后道具没有,1
被动消息如何回复多条图文,0
如何显示申请成功,0
我是一月十九号买的,0
个体工商户注册问题,0
官方提示帐号在异地登录,1
微信好友为什么看不到全民好友,1
一个上班了吗丁啉一个星期天氏族别说了吗,0
发邮件发信达到上限换网络没有用,1
解除本号以外的其它实名认证,0
听不了语音了是怎么回事,1
这个是测试随机使用么没法现在申请,0
怎样申请个人微信号,0
说说不能表情回复,1
账号等了一晚上依旧频繁望解决,1
无法更改邮箱账户,1
具体在哪一块找呢,0
想启动录屏功能监听从未,0
小程序直播插件什么时候增加打赏功能,1
我在收信记录里面的个人过滤邮件不能读取,1
不知道怎么开通微信小程序,0
处理中的资产能撤销吗,0
审核身份证要多久,0
什么时候能提出来呢,0
转账记录删了请问怎么查找,0
这个鬼东西按不了查查了查着也没用,0
微信支付普通商户下单是什么问题,1
上下载的文件不知道在哪里,0
取消不了而且死机不动,1
老这样影响游戏体验,0
我玩扩列还没有到次为什么不能匹配,1
不想用了想换个号码用,0
策划大大出会分解吧好以我全分解了不会回头,0
别人送的礼物会存入自己账户吗,0
把最初卡等恢复我看着有点难受谢谢你的配合,0
什么垃圾游戏盗版就算了做的质量还那么差,0
为什么要永久的封号我违规什么了,0
也就是说企业微信是不能设置的是吗,0
怎么修改电子协议,0
如何删除空间的照片,0
公众号图文编辑页官方表情为什么自动加水印,1
为什么开通会员了什么也弄不了,1
为什么扩列总是匹配失败,1
名下已由其他无法升级,1
怎么切换到另一个微信登录,0
被锁定的余额不可以用吗,0
